review,classification,prediction,match,classifier_decision,probabilities,source
Extremely boring .,negative,negative,True,negative,"[0.9968611001968384, 0.002525642281398177, 0.0006132870330475271]",sst_local
I waited ... waited ... waited for a sales person to help me.,negative,negative,True,negative,"[0.9850149750709534, 0.01380203478038311, 0.001183073385618627]",dynasent_r2
This is not my first rodeo at Bouchon and certainly not my last.,positive,positive,True,positive,"[0.0005907432641834021, 0.039052899926900864, 0.9603563547134399]",dynasent_r1
Not to mention it's dirt cheap.,positive,positive,True,positive,"[0.000402261532144621, 0.002767575904726982, 0.9968301653862]",dynasent_r1
"Everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",negative,negative,True,negative,"[0.8871532678604126, 0.1079162210226059, 0.004930505063384771]",sst_local
"In a normal screen process , these bromides would be barely enough to sustain an interstitial program on the Discovery Channel .",negative,negative,True,negative,"[0.5964564681053162, 0.38563746213912964, 0.017906082794070244]",sst_local
I explained that Jacob (the man who helped me the first time) was standing right by their registers at the end.,neutral,neutral,True,neutral,"[0.001989647513255477, 0.984838604927063, 0.013171697966754436]",dynasent_r1
Ice Cube holds the film together with an engaging and warm performance ...,positive,positive,True,positive,"[1.3733506420976482e-05, 0.0010394681012257934, 0.9989468455314636]",sst_local
No one ever makes you feel welcomed in a genuine type way.,negative,negative,True,negative,"[0.9982730150222778, 0.000956849311478436, 0.0007700350834056735]",dynasent_r1
"I hate uni(sea urchin)...have had it in Japan, Italy and now in Las Vegas.....it is just one of those things...I keep trying to like it and keep gagging as it goes down.",negative,negative,True,negative,"[0.9985174536705017, 0.0008711271220818162, 0.0006114146090112627]",dynasent_r1
"This miserable excuse of a movie runs on empty , believing Flatbush machismo will get it through .",negative,negative,True,negative,"[0.9870979189872742, 0.011288675479590893, 0.001613388187251985]",sst_local
Cooks walking around listening to music like it wasn't busy.,negative,negative,True,negative,"[0.9779364466667175, 0.010627970099449158, 0.011435607448220253]",dynasent_r1
"I asked for the size 7 for the 5mm sterling silver cable bracelet because that's what I've been eyeing on to get (most definitely not in this store, anymore).",neutral,neutral,True,neutral,"[0.4309847056865692, 0.5626541972160339, 0.006361054722219706]",dynasent_r1
All that for $30 - I slid them a $50 and I hope they grabbed a case of beer for their weekend.,positive,neutral,False,neutral,"[0.009791078977286816, 0.6773785948753357, 0.3128303289413452]",dynasent_r1
What is the world coming to? This is bad.,negative,negative,True,negative,"[0.9959872364997864, 0.0024926932528615, 0.0015201126225292683]",dynasent_r2
Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,positive,positive,True,positive,"[0.009082089178264141, 0.07883687317371368, 0.9120810031890869]",sst_local
The 10 year warranty on this finish was also a plus.,positive,positive,True,positive,"[9.275607590097934e-05, 0.0005722615751437843, 0.9993348717689514]",dynasent_r1
"Been going to Kevin, Savo and Dan for 15 years and I was treated like I did not exist.",negative,negative,True,negative,"[0.8075602650642395, 0.04661078378558159, 0.14582890272140503]",dynasent_r2
"The film is painfully authentic , and the performances of the young players are utterly convincing .",positive,positive,True,positive,"[0.00029572303174063563, 0.012156466953456402, 0.987547755241394]",sst_local
I mentioned that sea urchin was difficult for me to hold down.,negative,negative,True,negative,"[0.6718552112579346, 0.31282052397727966, 0.015324250794947147]",dynasent_r1
"Suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .",negative,negative,True,negative,"[0.9966318011283875, 0.002585632959380746, 0.0007825774955563247]",sst_local
Torture.,negative,negative,True,negative,"[0.98853600025177, 0.0072853583842515945, 0.004178561270236969]",dynasent_r1
"Does what a fine documentary does best : It extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",positive,positive,True,positive,"[3.622517760959454e-05, 0.002503469120711088, 0.9974602460861206]",sst_local
One of -LRB- Herzog 's -RRB- least inspired works .,neutral,negative,False,negative,"[0.9702391624450684, 0.025192001834511757, 0.004568805918097496]",sst_local
"Despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",negative,negative,True,negative,"[0.9033287763595581, 0.09260578453540802, 0.004065469838678837]",sst_local
The food had a please take presentation.,positive,positive,True,positive,"[0.0008522963034920394, 0.010407189838588238, 0.9887405037879944]",dynasent_r1
They are super cheap!,positive,positive,True,positive,"[0.007999527268111706, 0.0044393399730324745, 0.9875611662864685]",dynasent_r1
Madonna still ca n't act a lick .,negative,negative,True,negative,"[0.9192578792572021, 0.06655310839414597, 0.014188926666975021]",sst_local
"-LRB- It 's -RRB- a prison soccer movie starring charismatic tough guy Vinnie Jones , but it had too much spitting for me to enjoy .",negative,negative,True,negative,"[0.9373483657836914, 0.0582028366625309, 0.004448849242180586]",sst_local
But the characters tend to be cliches whose lives are never fully explored .,negative,negative,True,negative,"[0.9586912393569946, 0.03907802328467369, 0.002230777172371745]",sst_local
The menu was nice and I loved the options that were offered.,positive,positive,True,positive,"[3.738816303666681e-05, 0.00011303369683446363, 0.9998495578765869]",dynasent_r1
Just one problem : Fish out of water usually die .,neutral,negative,False,negative,"[0.9781498312950134, 0.019673647359013557, 0.002176515990868211]",sst_local
"While Benigni -LRB- who stars and co-wrote -RRB- seems to be having a wonderful time , he might be alone in that .",negative,positive,False,positive,"[0.058218687772750854, 0.1639496088027954, 0.7778316736221313]",sst_local
"What begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film 's end , a feminist action fantasy .",neutral,neutral,True,neutral,"[0.4024117588996887, 0.5461614727973938, 0.05142670124769211]",sst_local
"A truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",positive,positive,True,positive,"[8.471961336908862e-06, 0.000552463170606643, 0.9994390606880188]",sst_local
"All the performances are top notch and , once you get through the accents , All or Nothing becomes an emotional , though still positive , wrench of a sit .",positive,positive,True,positive,"[0.00029072185861878097, 0.004892421420663595, 0.9948169589042664]",sst_local
"Drags along in a dazed and enervated , drenched-in-the - past numbness .",negative,negative,True,negative,"[0.9103559851646423, 0.08399619162082672, 0.005647902376949787]",sst_local
They also have some packaged goods that seem a little on the expensive side.,negative,negative,True,negative,"[0.9939405918121338, 0.0035631379578262568, 0.00249622599221766]",dynasent_r1
We split our entire meal including the salad.,neutral,neutral,True,neutral,"[0.0004633267526514828, 0.9589762091636658, 0.04056048020720482]",dynasent_r1
"Without heavy-handedness , Dong provides perspective with his intelligent grasp of human foibles and contradictions .",positive,positive,True,positive,"[6.902665336383507e-05, 0.011056521907448769, 0.9888744354248047]",sst_local
"The story is naturally poignant , but first-time screenwriter Paul Pender overloads it with sugary bits of business .",negative,neutral,False,negative,"[0.6827458739280701, 0.2990034222602844, 0.01825069449841976]",sst_local
"This may be the dumbest , sketchiest movie on record about an aspiring writer 's coming-of-age .",negative,negative,True,negative,"[0.9850153923034668, 0.012952229008078575, 0.0020324147772043943]",sst_local
Speechless now.,neutral,neutral,True,neutral,"[0.07498227804899216, 0.8542118668556213, 0.0708058550953865]",dynasent_r1
While McFarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story .,negative,neutral,False,neutral,"[0.3552050292491913, 0.5973415374755859, 0.04745343700051308]",sst_local
"I don't want to blame the beer, but a part from the Hamburger Dumpling, I can't for the life of me remember what the other ones are. pathetic",negative,negative,True,negative,"[0.8178053498268127, 0.17523983120918274, 0.006954886019229889]",dynasent_r2
What parents will suspect is that they 're watching a 76-minute commercial .,negative,negative,True,negative,"[0.8818956017494202, 0.10561151057481766, 0.012492816895246506]",sst_local
"Just like Hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination .",negative,negative,True,negative,"[0.9893131852149963, 0.0093558793887496, 0.0013309571659192443]",sst_local
"Foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",positive,positive,True,positive,"[2.3646811314392835e-05, 0.004719807766377926, 0.9952566027641296]",sst_local
"Pryor Lite , with half the demons , half the daring , much less talent , many fewer laughs .",negative,negative,True,negative,"[0.9775074124336243, 0.018412895500659943, 0.004079647362232208]",sst_local
"The staff here is very nice, and friendly, the office is nice and clean they tried to help.",positive,positive,True,positive,"[2.981367288157344e-05, 7.670631021028385e-05, 0.9998934268951416]",dynasent_r1
Offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,positive,positive,True,positive,"[2.540622153901495e-05, 0.00171321677044034, 0.9982613921165466]",sst_local
"Now i regret the decision of going here very much, since I am addicted to the great food.",positive,negative,False,negative,"[0.41318225860595703, 0.2783142328262329, 0.30850356817245483]",dynasent_r2
... this movie has a glossy coat of action movie excess while remaining heartless at its core .,negative,negative,True,negative,"[0.9205058217048645, 0.07151138782501221, 0.007982789538800716]",sst_local
Davis has filled out his cast with appealing fresh faces .,positive,positive,True,positive,"[6.18075646343641e-05, 0.013998950831592083, 0.9859392642974854]",sst_local
Will Def go back to try other items.,positive,positive,True,positive,"[0.0001493531308369711, 0.0015349795576184988, 0.998315691947937]",dynasent_r1
He says something about layers.,neutral,neutral,True,neutral,"[0.002704684855416417, 0.9858366250991821, 0.011458644643425941]",dynasent_r1
"She (the first stylist), completely f'kd up my hair by cutting #1 Too short, #2 Unevenly, and #3 Not graduated.",negative,negative,True,negative,"[0.9984909296035767, 0.0005920230760239065, 0.0009169848635792732]",dynasent_r1
The dogs just run around and play all day then come home nice and tired.,positive,positive,True,positive,"[0.0016741604777052999, 0.07661321014165878, 0.9217126369476318]",dynasent_r1
The best is pigeon.,positive,positive,True,positive,"[0.00027986979694105685, 0.001670735189691186, 0.9980493783950806]",dynasent_r1
It's always nerve-wracking when you move to a new city and need to find a hairdresser.,neutral,neutral,True,neutral,"[0.08131767064332962, 0.9096804261207581, 0.00900194700807333]",dynasent_r1
"A lot of complexes claim to be luxury living, but aren't.",negative,negative,True,negative,"[0.837526261806488, 0.15596804022789001, 0.0065055955201387405]",dynasent_r1
It 's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high .,negative,negative,True,negative,"[0.9756891131401062, 0.022320155054330826, 0.0019908116664737463]",sst_local
Your 3 servicepeople are overwhelmed.,negative,negative,True,negative,"[0.9974244832992554, 0.0011507177259773016, 0.0014247625367715955]",dynasent_r1
"The latest installment in the Pokemon canon , Pokemon 4ever is surprising less moldy and trite than the last two , likely because much of the Japanese anime is set in a scenic forest where Pokemon graze in peace .",positive,positive,True,positive,"[0.0010433010756969452, 0.03451031446456909, 0.964446485042572]",sst_local
"This boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of Chinese , one which can only qualify as a terrible tragedy .",neutral,neutral,True,neutral,"[0.20182430744171143, 0.5206664800643921, 0.2775092124938965]",sst_local
No culinary prostitute can yank away that many bones from me.,neutral,neutral,True,neutral,"[0.3179794251918793, 0.42646297812461853, 0.2555575966835022]",dynasent_r1
"Yes , you are , Ben Kingsley .",neutral,neutral,True,neutral,"[0.0016659735701978207, 0.9475645422935486, 0.05076952651143074]",sst_local
It wo n't bust your gut -- and it 's not intended to -- it 's merely a blandly cinematic surgical examination of what makes a joke a joke .,neutral,negative,False,negative,"[0.610595166683197, 0.3556353747844696, 0.033769391477108]",sst_local
For 1st timers this place can be hard to find as it is buried in an office center.,negative,negative,True,negative,"[0.9976158142089844, 0.001633600564673543, 0.0007506117108277977]",dynasent_r1
Yak!!!!!!!!!!!!,negative,neutral,False,neutral,"[0.3156324625015259, 0.40645062923431396, 0.27791687846183777]",dynasent_r1
It tells more than it shows .,neutral,negative,False,negative,"[0.573867917060852, 0.4124685823917389, 0.01366355363279581]",sst_local
"So many Chinese restaurants offer the basic chinese food, and seem to use really small shrimp and un-recognizable meats.",negative,negative,True,negative,"[0.9081598520278931, 0.08596429228782654, 0.0058759055100381374]",dynasent_r1
My only suggestion here is to make sure that you blend the meat in with the macaroni and cheese otherwise the flavours from the pork ribs are a little too much and the macaroni is simple bland/boring.,negative,negative,True,negative,"[0.9938040971755981, 0.003582973266020417, 0.0026129158213734627]",dynasent_r1
Jane P.,neutral,neutral,True,neutral,"[0.008907388895750046, 0.9584348201751709, 0.03265773504972458]",dynasent_r1
"Admirable , certainly , but not much fun to watch .",neutral,negative,False,negative,"[0.5746787190437317, 0.40692371129989624, 0.018397623673081398]",sst_local
"A taut , intelligent psychological drama .",positive,positive,True,positive,"[2.9998855097801425e-05, 0.005970594473183155, 0.9939994812011719]",sst_local
"At that point, we were already a bit upset but managed to keep our cool.",negative,negative,True,negative,"[0.9964901804924011, 0.0023790558334439993, 0.0011307202512398362]",dynasent_r1
Needed some watches adjusted. I love this place.,positive,positive,True,positive,"[5.4495139920618385e-05, 0.00010953875607810915, 0.9998359680175781]",dynasent_r2
"A sensual performance from Abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic-looking woman whose emotional depths are only hinted at .",positive,neutral,False,neutral,"[0.26041555404663086, 0.6566230654716492, 0.08296137303113937]",sst_local
The rating of Korry's on Yelp is accurate.,neutral,neutral,True,neutral,"[0.005087153520435095, 0.8625192642211914, 0.13239358365535736]",dynasent_r1
Rudeness gets elevated almost to an art form back there.,negative,negative,True,negative,"[0.9961519837379456, 0.0014577758265659213, 0.0023902698885649443]",dynasent_r1
They turned off the TV when the NFL playoffs for a regular Penguins game was on.,neutral,neutral,True,neutral,"[0.10682255029678345, 0.8830509781837463, 0.010126488283276558]",dynasent_r2
Take Care of My Cat offers a refreshingly different slice of Asian cinema .,positive,positive,True,positive,"[6.0352434957167134e-05, 0.0024999480228871107, 0.9974396228790283]",sst_local
The next time my boyfriend and I came was during dinner.,neutral,neutral,True,neutral,"[0.00026718477602116764, 0.9427961707115173, 0.05693666636943817]",dynasent_r1
A charming romantic comedy that is by far the lightest Dogme film and among the most enjoyable .,positive,positive,True,positive,"[1.7032736650435254e-05, 0.0020827758125960827, 0.9979002475738525]",sst_local
"Narc may not get an ` A ' for originality , but it wears its B-movie heritage like a badge of honor .",positive,positive,True,positive,"[0.010352910496294498, 0.14265047013759613, 0.846996545791626]",sst_local
AWWWW..I was so happy the first time...my car was AWESOME!,positive,positive,True,positive,"[2.2947486286284402e-05, 0.000205576085136272, 0.9997714161872864]",dynasent_r1
"Ben Affleck as Jack Ryan , Tom Clancy 's intrepid hero ?",neutral,neutral,True,neutral,"[0.000666987500153482, 0.9254559874534607, 0.0738770067691803]",sst_local
"Ritchie 's treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people 's faces to the fact Amber is such a joke .",negative,negative,True,negative,"[0.9840309619903564, 0.014348703436553478, 0.0016203909181058407]",sst_local
"It 's not thirsty , consuming passion which drives this movie .",neutral,negative,False,negative,"[0.7439326643943787, 0.24523867666721344, 0.010828595608472824]",sst_local
"Earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the Elizabethan prose , the play behind the thing .",positive,positive,True,positive,"[0.010777446441352367, 0.49350443482398987, 0.4957181513309479]",sst_local
Try Jeans if you want great food !,positive,positive,True,positive,"[0.00010921031207544729, 0.00012146616791142151, 0.999769389629364]",dynasent_r1
It's a madhouse!,negative,negative,True,negative,"[0.9947977066040039, 0.0032619619742035866, 0.0019403413170948625]",dynasent_r1
"If Kaufman kept Cameron Diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",negative,neutral,False,neutral,"[0.14893613755702972, 0.7676546573638916, 0.08340920507907867]",sst_local
We came on Sunday morning and the place was almost empty.,neutral,neutral,True,neutral,"[0.001995875034481287, 0.8764944672584534, 0.12150966376066208]",dynasent_r1
Arrived at 7 pm on a Friday and they close at 8.,neutral,neutral,True,neutral,"[0.000864257279317826, 0.9900291562080383, 0.009106647223234177]",dynasent_r1
She made sure I was happy with the brow shape before she started threading.,positive,positive,True,positive,"[0.00021546072093769908, 0.04888183996081352, 0.9509026408195496]",dynasent_r1
Some decent actors inflict big damage upon their reputations .,negative,negative,True,negative,"[0.555711030960083, 0.3779900074005127, 0.06629898399114609]",sst_local
"The music was a touch on the loud side, so if you want to get some work done, I'd recommend bringing headphones.",negative,negative,True,negative,"[0.9952203631401062, 0.002317142905667424, 0.002462523290887475]",dynasent_r1
"On an unrelated note, they keep a bag of ice melt by the door for pets.",neutral,neutral,True,neutral,"[0.0009337548399344087, 0.7544392943382263, 0.2446269690990448]",dynasent_r2
We actually expected to see higher prices.,positive,neutral,False,neutral,"[0.009214351885020733, 0.9558220505714417, 0.03496359661221504]",dynasent_r1
"Instead of barely meeting expectations, gene woods blew them out if the water!",positive,positive,True,positive,"[0.00016873957065399736, 0.0002843609545379877, 0.9995469450950623]",dynasent_r1
You 've seen them a million times .,negative,neutral,False,neutral,"[0.026765111833810806, 0.9630892872810364, 0.010145549662411213]",sst_local
I always thought people swirled their wine to be pretentious.,neutral,neutral,True,neutral,"[0.09253765642642975, 0.895207405090332, 0.012254970148205757]",dynasent_r1
Girls gone wild and gone civil again,neutral,neutral,True,positive,"[0.0036437311209738255, 0.3119816184043884, 0.6843746900558472]",sst_local
Scheduling the appointment was easy and I was looking forward to a great experience based on her reviews.,positive,positive,True,positive,"[5.0161768740508705e-05, 0.0030333898030221462, 0.9969164133071899]",dynasent_r1
You sometimes can order to go but periodically cannot.,neutral,neutral,True,neutral,"[0.03556826710700989, 0.9549577832221985, 0.00947397481650114]",dynasent_r2
"I was the perfect tenant, treated and maintained the property perfectly as if I owned it as I own several homes around the US, I met my lease obligation and stayed for over 1.5 years, as well as paid rent 1-2 weeks early every month.",neutral,positive,False,positive,"[0.0018419898115098476, 0.007724556140601635, 0.9904334545135498]",dynasent_r1
Technicians seem to be on a bonus/quota plan.,neutral,neutral,True,neutral,"[0.01796179637312889, 0.7789371609687805, 0.2031010091304779]",dynasent_r1
I just did n't care as much for the story .,negative,negative,True,negative,"[0.9812368750572205, 0.017525583505630493, 0.0012375172227621078]",sst_local
I was craving curry and a little heat.,neutral,neutral,True,neutral,"[0.0003845420142170042, 0.9829936027526855, 0.016621826216578484]",dynasent_r1
Had dinner with a large group last night and it was a comedy of errors from start to finish.,negative,negative,True,negative,"[0.9923005104064941, 0.005881731864064932, 0.0018177833408117294]",dynasent_r1
You order and pay at the counter then your food is called up.,neutral,neutral,True,neutral,"[0.00016762161976657808, 0.9798192381858826, 0.020013106986880302]",dynasent_r1
All though the Ford did work and had way more functioning bells and whistles then the Jag.,positive,positive,True,positive,"[0.011092633940279484, 0.017660457640886307, 0.9712470173835754]",dynasent_r1
Traffic is heavy in the the night. I hate traffic.,negative,negative,True,negative,"[0.9914674758911133, 0.007012296002358198, 0.0015201939968392253]",dynasent_r2
Wait hours in line to check in - no joke.,negative,negative,True,negative,"[0.9931308627128601, 0.004142463207244873, 0.0027266908437013626]",dynasent_r1
"Getting married in Ohio, while we live in New York City made wedding planning difficult.",negative,negative,True,negative,"[0.6189894676208496, 0.3751501142978668, 0.005860459990799427]",dynasent_r1
"When a company has 4 stars and I can order delivery through Yelp, I don't hesitate.",positive,positive,True,positive,"[0.0020294804126024246, 0.20303070545196533, 0.7949398159980774]",dynasent_r1
"FEES, FEES, AND MORE FEES!",negative,negative,True,negative,"[0.9938634634017944, 0.0033934887032955885, 0.002743084914982319]",dynasent_r1
"I got a better printer and I was willing to pay a bit more, I think I ended up with the better deal.",positive,positive,True,positive,"[0.0009329914464615285, 0.18362700939178467, 0.8154399991035461]",dynasent_r1
"Jason X has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",positive,positive,True,positive,"[0.003407340031117201, 0.14298930764198303, 0.8536033630371094]",sst_local
Took my parents for dinner this week and couldn't have been less impressed.,negative,negative,True,negative,"[0.9972808361053467, 0.0007830610265955329, 0.001936071552336216]",dynasent_r1
My goodness.,neutral,neutral,True,neutral,"[0.01173357479274273, 0.9443230032920837, 0.043943408876657486]",dynasent_r1
The lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,negative,negative,True,negative,"[0.97230464220047, 0.025804365053772926, 0.0018910453654825687]",sst_local
He 'd create a movie better than this .,negative,negative,True,negative,"[0.9924168586730957, 0.005673382896929979, 0.0019097571494057775]",sst_local
We left the car. The smell was amazing as we got out of our car.,positive,positive,True,positive,"[0.00016908520774450153, 0.0003328982274979353, 0.9994980096817017]",dynasent_r2
I was excited to try this new boba spot.,positive,positive,True,positive,"[0.0005695347208529711, 0.1392272263765335, 0.860203206539154]",dynasent_r1
His is a small-ish shop but I will definitely come to his first before I'll patronize a big company that only gives mediocre customer service.,positive,positive,True,positive,"[0.002822582609951496, 0.0005155646940693259, 0.996661901473999]",dynasent_r1
I was beyond livid.,negative,negative,True,negative,"[0.9919195175170898, 0.006270137149840593, 0.0018103820038959384]",dynasent_r1
We also got a steamed chicken dumpling for my son.,neutral,neutral,True,neutral,"[0.0003800809208769351, 0.9853874444961548, 0.014232506044209003]",dynasent_r1
I like to pair a sandwich in a $7.99 Try Two combo with a half soup of some sort.,neutral,neutral,True,neutral,"[0.0001664522715145722, 0.9496310949325562, 0.05020243674516678]",dynasent_r1
I'm not 100% sure but I think they have 6 types of nigiri and 6 different rolls.,neutral,neutral,True,neutral,"[0.0002911474439315498, 0.9790322780609131, 0.020676622167229652]",dynasent_r1
I have been drinking here for the last 3 years.,neutral,neutral,True,neutral,"[0.0010134510230273008, 0.5016283988952637, 0.49735814332962036]",dynasent_r1
I have gone with my boyfriend and my niece on multiple occasions and the people they got weren't as great or personable.,negative,negative,True,negative,"[0.9957839846611023, 0.0009416144457645714, 0.0032744465861469507]",dynasent_r1
She was quite forgetful and got the food order wrong. very poor job,negative,negative,True,negative,"[0.9987162351608276, 0.0006758072995580733, 0.0006080316961742938]",dynasent_r2
This was my first Chop't experience.,positive,neutral,False,neutral,"[0.0009093823609873652, 0.9868122935295105, 0.012278377078473568]",dynasent_r1
"The security guard, Matt came up and saw that I was just sitting there and these women were acting all crazy and yelling at me, yet Matt made me move.",negative,negative,True,negative,"[0.9296020269393921, 0.029620002955198288, 0.040777962654829025]",dynasent_r1
Didnt want to deal with the strip.,negative,neutral,False,neutral,"[0.36027243733406067, 0.625805675983429, 0.013921846635639668]",dynasent_r1
Illuminating if overly talky documentary .,neutral,positive,False,positive,"[0.009212407283484936, 0.25954386591911316, 0.7312437295913696]",sst_local
It started when we checked in.,neutral,neutral,True,neutral,"[0.004367782734334469, 0.9878121018409729, 0.007820121943950653]",dynasent_r1
I was forced to order an entree at lunchtime.,negative,neutral,False,neutral,"[0.42228081822395325, 0.5575734376907349, 0.020145760849118233]",dynasent_r1
"I glanced at the price in the ""Club"" portion of the venue.",neutral,neutral,True,neutral,"[0.000793501443695277, 0.9915642738342285, 0.007642189506441355]",dynasent_r2
"The first part of going down can be dangerous and it is easy to slip, so be careful!",negative,negative,True,negative,"[0.9931154847145081, 0.0036292439326643944, 0.0032552876509726048]",dynasent_r1
"Might have been better off as a documentary , with less of Mr. Eyre 's uninspired dramatics and more of his sense of observation and outrage .",negative,negative,True,negative,"[0.706794798374176, 0.2673385739326477, 0.02586670219898224]",sst_local
`` The Mothman Prophecies '' is a difficult film to shake from your conscience when night falls .,neutral,neutral,True,neutral,"[0.31759920716285706, 0.4325268864631653, 0.24987386167049408]",sst_local
I 'd give real money to see the perpetrators of Chicago torn apart by dingoes .,negative,negative,True,negative,"[0.9468275308609009, 0.019122857600450516, 0.03404952213168144]",sst_local
"The creaking , rusty ship makes a fine backdrop , but the ghosts ' haunting is routine .",negative,neutral,False,neutral,"[0.34182149171829224, 0.5968148112297058, 0.061363670974969864]",sst_local
Makes for a nice atmosphere but I want this place to do well so it sticks around - get out there and try it people!,positive,positive,True,positive,"[1.6310092178173363e-05, 0.00011716598237399012, 0.9998664855957031]",dynasent_r1
"Another part of the area used to be filled with scrub; part of it now looks like a bulldozer created a gravel road, 30 feet or more across.",neutral,neutral,True,neutral,"[0.0011272706324234605, 0.9699057340621948, 0.0289669930934906]",dynasent_r1
It's not like I wanted some fancy color that your 1000 shades could not satisfy.,negative,negative,True,neutral,"[0.13160134851932526, 0.7513214945793152, 0.11707715690135956]",dynasent_r1
As we were leaving she came outside with a card of a free coffee and still trying to give me.,positive,positive,True,positive,"[0.09359219670295715, 0.3277953863143921, 0.5786123871803284]",dynasent_r1
"Although, the beef sandwich was pretty good.",positive,positive,True,positive,"[0.00016244998550973833, 8.538000838598236e-05, 0.9997522234916687]",dynasent_r1
... watching this film nearly provoked me to take my own life .,negative,negative,True,negative,"[0.9901626110076904, 0.0034277893137186766, 0.00640967208892107]",sst_local
The shop foreman rode with me to confirm that the alignment was satisfactory before I left.,positive,positive,True,positive,"[0.0003230696602258831, 0.07854549586772919, 0.9211314916610718]",dynasent_r1
There was no shortage of blueberries either which is often a problem I experience with muffins.,positive,positive,True,positive,"[0.00036562210880219936, 0.00016434499411843717, 0.999470055103302]",dynasent_r1
"First time here was 8/26/18, last time will be 8/26/18!",negative,neutral,False,neutral,"[0.09323005378246307, 0.7003776431083679, 0.20639227330684662]",dynasent_r1
But it turns out there is an easier way.,positive,neutral,False,neutral,"[0.03303995355963707, 0.9261729717254639, 0.04078703001141548]",dynasent_r1
Gollum 's ` performance ' is incredible !,positive,positive,True,positive,"[0.0008496167720295489, 0.002287602284923196, 0.9968627691268921]",sst_local
"Finally, she came over and brought us to our table without saying a word or cleaning it off.",negative,negative,True,negative,"[0.9920307397842407, 0.006208271253854036, 0.001761019229888916]",dynasent_r1
"My buddy wound up getting some tickets through a rewards program at work, so technically they didn't cost us anything out of pocket.",positive,neutral,False,neutral,"[0.0005247888038866222, 0.9002926349639893, 0.09918256103992462]",dynasent_r1
They had about five reds and five whites to choose.,neutral,neutral,True,neutral,"[0.0003261998062953353, 0.981519341468811, 0.01815451867878437]",dynasent_r1
"I saved myself $3,500 because I saw Hi-Tech Dental for what they were = SCAMMERS!!",negative,negative,True,negative,"[0.9286977052688599, 0.011915217153728008, 0.05938705801963806]",dynasent_r1
while dining in u have unlimited refills and condiments...yippy!,positive,positive,True,positive,"[0.0005351739237084985, 0.0034981390926986933, 0.9959666728973389]",dynasent_r1
A savvy exploration of paranoia and insecurity in America 's culture of fear .,positive,positive,True,positive,"[0.00032406524405814707, 0.012463066726922989, 0.9872128367424011]",sst_local
"Around 5am, we came back from Marquee (quick walk across the street) and late night eating.",neutral,neutral,True,neutral,"[0.0002496362430974841, 0.9821076989173889, 0.017642712220549583]",dynasent_r1
"He was a bit surprised, but now we know why.",neutral,neutral,True,neutral,"[0.014179830439388752, 0.97314453125, 0.012675612233579159]",dynasent_r1
A feel-good picture in the best sense of the term .,positive,positive,True,positive,"[1.3313630006450694e-05, 0.0019012232078239322, 0.9980854988098145]",sst_local
"Sometimes , fond memories should stay in the past : a lesson this film teaches all too well .",neutral,negative,False,negative,"[0.8989965915679932, 0.08241286873817444, 0.018590513616800308]",sst_local
"Well, unless you do not like their thin crust.",neutral,neutral,True,neutral,"[0.00533357122913003, 0.9185962677001953, 0.07607024163007736]",dynasent_r1
Makes me wish we would have stayed home in the comfort of our own home for this very special event.,negative,negative,True,negative,"[0.8480280637741089, 0.07125907391309738, 0.08071278780698776]",dynasent_r1
"Sadly , Hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks .",negative,negative,True,negative,"[0.9311710596084595, 0.065750852227211, 0.003078117500990629]",sst_local
If you think otherwise then forget u.,neutral,negative,False,negative,"[0.5963553190231323, 0.36231186985969543, 0.041332755237817764]",dynasent_r1
"The spinach & cheese had too much cheese for my liking, which was my minor complaint.",negative,negative,True,negative,"[0.998955249786377, 0.0004440802149474621, 0.0006006508483551443]",dynasent_r1
Here 's a self-congratulatory 3D IMAX rah-rah .,negative,neutral,False,neutral,"[0.4135032594203949, 0.4873928427696228, 0.09910385310649872]",sst_local
