review,classification,prediction,match,classifier_decision,probabilities,source
"Topped with a small amount of tomatoes and a little slaw, and doused with sauce.",neutral,neutral,True,neutral,"[1.4636704690929037e-05, 0.9943519830703735, 0.005633395165205002]",dynasent_r1
It's still a great place to meet friends for a drink before a game.,positive,positive,True,positive,"[1.4983525034040213e-06, 0.0013709276681765914, 0.9986275434494019]",dynasent_r1
"The kooky yet shadowy vision Clooney sustains throughout is daring , inventive and impressive .",positive,positive,True,positive,"[8.28932371632618e-08, 0.00156889739446342, 0.9984309077262878]",sst_local
Apparently kissing leads to suicide attempts and tragic deaths .,negative,negative,True,negative,"[0.9406192302703857, 0.05780606344342232, 0.00157464062795043]",sst_local
"Ordered a steak medium rare, came to me well done.",negative,negative,True,negative,"[0.9961020946502686, 0.0008110799826681614, 0.003086869139224291]",dynasent_r1
Heard about this place from a friend and thought it would be extremely expensive since we're talking about a restaurant owned by a world renowned chef (Bobby Flay) in Vegas.,negative,neutral,False,neutral,"[0.0028747417964041233, 0.904640257358551, 0.09248500317335129]",dynasent_r1
It is now .,neutral,neutral,True,neutral,"[0.0013845955254510045, 0.972424328327179, 0.026191048324108124]",sst_local
This is Carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,positive,positive,True,positive,"[2.1018579445808427e-06, 0.003047506557777524, 0.9969503283500671]",sst_local
"Usually when I get this much syrup , I like pancakes to go with it .",negative,neutral,False,neutral,"[0.007504765875637531, 0.918322741985321, 0.0741724818944931]",sst_local
Would be done today!,neutral,neutral,True,neutral,"[0.008758044801652431, 0.647311806678772, 0.3439301550388336]",dynasent_r1
"It definitely gets filled up, so holding conversations do become a little difficult when it gets noisy.",negative,negative,True,negative,"[0.992678165435791, 0.0069929142482578754, 0.0003289482556283474]",dynasent_r1
The movie exists for its soccer action and its fine acting .,positive,positive,True,positive,"[0.0007933926535770297, 0.04069572314620018, 0.9585108757019043]",sst_local
"A breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .",positive,positive,True,positive,"[3.7597530422317504e-07, 0.00301744625903666, 0.9969821572303772]",sst_local
The plot is so predictable and sentimental that viewers are likely to lose interest before Sandrine and her goats walk off into the sunset .,negative,negative,True,negative,"[0.9481600522994995, 0.05053364858031273, 0.001306289341300726]",sst_local
If your date is too high maintenance to stand in line for a hot-dog -maybe it wouldn't work out anyway?,negative,neutral,False,neutral,"[0.19590088725090027, 0.7757039666175842, 0.028395142406225204]",dynasent_r1
Abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,negative,negative,True,negative,"[0.739662230014801, 0.25204962491989136, 0.008288146927952766]",sst_local
Since then I have tired of paying the old salon $30 to do it wrong 95% of the time.,negative,negative,True,negative,"[0.9985777139663696, 0.0006747122970409691, 0.0007475617458112538]",dynasent_r1
Ferrara directs the entire film with the kind of detachment that makes any given frame look like a family 's custom-made Christmas card .,neutral,neutral,True,positive,"[0.011640576645731926, 0.14328134059906006, 0.8450781106948853]",sst_local
I all but the carne asada tacos.,neutral,neutral,True,neutral,"[0.06031294912099838, 0.6676923036575317, 0.2719947099685669]",dynasent_r2
"After a long night of extreme pain from what I think may have been passing a kidney stone with my head in the bowl, it may have also been a battle of food poisoning from their fine fish tacos.",negative,negative,True,positive,"[0.19220460951328278, 0.12437067925930023, 0.683424711227417]",dynasent_r1
"This is n't just the CliffsNotes version of Nicholas Nickleby , it 's the CliffsNotes with pages missing .",negative,negative,True,negative,"[0.923677921295166, 0.07352044433355331, 0.0028017128352075815]",sst_local
The golden burritos were as genuine and real as a three dollar bill,negative,negative,True,positive,"[0.01138386782258749, 0.0029274048283696175, 0.9856888055801392]",dynasent_r2
A long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,negative,negative,True,negative,"[0.9133159518241882, 0.08487760275602341, 0.0018064349424093962]",sst_local
I kept wishing I was watching a documentary about the wartime Navajos and what they accomplished instead of all this specious Hollywood hoo-ha .,negative,negative,True,negative,"[0.8868852853775024, 0.05031389743089676, 0.0628008171916008]",sst_local
"He said ""I know but that's just the way we have to do it"".",neutral,neutral,True,neutral,"[0.17877992987632751, 0.7575558423995972, 0.06366425007581711]",dynasent_r1
It 's also the year 's sweetest movie .,positive,positive,True,positive,"[1.1138882882733014e-06, 5.4780706705059856e-05, 0.9999440908432007]",sst_local
"-LRB- Two -RRB- fairly dull -- contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now .",negative,negative,True,negative,"[0.7898765206336975, 0.20262511074543, 0.007498417515307665]",sst_local
My sister and I both tried the House Ramen today.,neutral,neutral,True,neutral,"[3.739166277227923e-05, 0.973507821559906, 0.026454824954271317]",dynasent_r1
"As Tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne TV sets or nude groupies on the nod to liven things up .",negative,negative,True,negative,"[0.6174494624137878, 0.32076069712638855, 0.06178978830575943]",sst_local
Noyce films it more as a shocking history lesson than as drama .,neutral,neutral,True,negative,"[0.5678460597991943, 0.3964623808860779, 0.03569157049059868]",sst_local
Effective but too-tepid biopic,neutral,negative,False,negative,"[0.552515983581543, 0.3857150971889496, 0.06176889315247536]",sst_local
"It does n't do the original any particular dishonor , but neither does it exude any charm or personality .",negative,negative,True,negative,"[0.7070661783218384, 0.281839519739151, 0.011094227433204651]",sst_local
We started hiking around 6:30 and got back to the parking lot around 10am.,neutral,neutral,True,neutral,"[0.0004824455827474594, 0.9793511629104614, 0.02016640640795231]",dynasent_r1
He is in and out in 2 minutes and cares not for your questions or concerns.,negative,negative,True,negative,"[0.979729175567627, 0.0002751544234342873, 0.01999562419950962]",dynasent_r1
"After the lunch rush the buffet looks like a battlefield with no survivors, it's that popular.",positive,positive,True,positive,"[0.2825944721698761, 0.15935026109218597, 0.5580552816390991]",dynasent_r2
Saw this deal on Groupon for this place so thought I would check it out.,neutral,neutral,True,neutral,"[1.55331872520037e-06, 0.9703629016876221, 0.029635494574904442]",dynasent_r1
"Part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole .",neutral,negative,False,negative,"[0.6550666093826294, 0.3204755485057831, 0.024457847699522972]",sst_local
"This self-infatuated goofball is far from the only thing wrong with the clumsy comedy Stealing Harvard , but he 's the most obvious one .",negative,negative,True,negative,"[0.908782422542572, 0.08902499079704285, 0.0021926388144493103]",sst_local
I had my kids with me and to me as a server I would get it quicker than that.,negative,negative,True,negative,"[0.5651777386665344, 0.15102119743824005, 0.28380101919174194]",dynasent_r1
Bigger bowls please.,negative,negative,True,negative,"[0.9023773074150085, 0.09444794058799744, 0.0031747492030262947]",dynasent_r1
"It 's predictable , but it jumps through the expected hoops with style and even some depth .",positive,positive,True,positive,"[1.7445003322791308e-05, 0.04436175897717476, 0.9556208252906799]",sst_local
Oh yea employees there park in the prime parking in front of the store.,negative,positive,False,positive,"[0.009639922529459, 0.22759754955768585, 0.7627624869346619]",dynasent_r1
An enjoyably half-wit remake of the venerable Italian comedy Big Deal on Madonna Street .,positive,neutral,False,neutral,"[0.09637916088104248, 0.6306703686714172, 0.2729504704475403]",sst_local
I'm sure I'll play here again as it's one of my favorite local courses but I hope they take better care of it soon.,positive,positive,True,positive,"[0.01417009811848402, 0.0013873586431145668, 0.9844425320625305]",dynasent_r1
"Anyway , for one reason or another , Crush turns into a dire drama partway through .",neutral,negative,False,negative,"[0.9431037306785583, 0.05496806651353836, 0.0019281835993751884]",sst_local
Lots of waitresses and waiters standing around.,negative,negative,True,negative,"[0.9229790568351746, 0.07529262453317642, 0.001728308736346662]",dynasent_r1
It was wrong in all the wonderful ways.,positive,positive,True,negative,"[0.8658940196037292, 0.11853428930044174, 0.015571650117635727]",dynasent_r2
UPDATE: Went back yet again and somehow they made it better.,positive,positive,True,positive,"[0.0004177115624770522, 0.00047086202539503574, 0.9991114735603333]",dynasent_r1
"Like any rest., scope your table before you sit to be sure it suits your mood. It will be great.",positive,positive,True,positive,"[0.0001771429815562442, 0.22981324791908264, 0.7700096368789673]",dynasent_r2
"just a heads up, don't wait til the last minute or the text that lets you know your next.",neutral,neutral,True,neutral,"[0.1628815233707428, 0.8267822265625, 0.010336206294596195]",dynasent_r1
We got the banana egg rolls for desert too and that was beyond what we expected.,positive,positive,True,positive,"[0.006127515807747841, 0.005042436067014933, 0.988830029964447]",dynasent_r1
I recommend sitting at the bar for the full experience.,positive,positive,True,positive,"[0.0033324803225696087, 0.4134308695793152, 0.583236575126648]",dynasent_r1
I'll gladly be a return customer.),positive,positive,True,positive,"[2.346044493606314e-05, 0.0007433927385136485, 0.9992331266403198]",dynasent_r1
"I dropped my car off at 2:30 pm for a routine oil change and tire rotation, picked it up a bit later and everything seemed to be alright.",positive,positive,True,positive,"[5.496898211276857e-06, 0.446597158908844, 0.5533974170684814]",dynasent_r1
This is the second Fran's I've seen with Modern decor- I love it.,positive,positive,True,positive,"[4.2662219357225695e-07, 1.0959502105833963e-05, 0.9999885559082031]",dynasent_r1
Some pieces could be replaced by other pieces moving forward as they were less interesting.,negative,negative,True,negative,"[0.8623760938644409, 0.13500024378299713, 0.002623702399432659]",dynasent_r2
"I'm not sure if I can curse on here, but I am just quoting him.",neutral,neutral,True,neutral,"[0.14275698363780975, 0.7513256669044495, 0.10591734945774078]",dynasent_r1
"That is essentially what 's missing from Blackboards -- the sense of something bigger , some ultimate point .",neutral,negative,False,negative,"[0.8464531302452087, 0.14874018728733063, 0.00480667082592845]",sst_local
"Though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters .",neutral,positive,False,positive,"[6.149332421045983e-07, 0.0020668799988925457, 0.9979325532913208]",sst_local
It 's a worse sign when you begin to envy her condition .,neutral,negative,False,negative,"[0.9634638428688049, 0.03497689962387085, 0.00155921361874789]",sst_local
Try to plan ahead and get a seat.,neutral,neutral,True,neutral,"[0.0015692997258156538, 0.9859687089920044, 0.012461976148188114]",dynasent_r1
Ice Now has a 400 pound limit which is $70.,positive,neutral,False,neutral,"[0.0023712494876235723, 0.955205500125885, 0.04242323338985443]",dynasent_r1
this is good mexican food on anabolic steroids.,positive,positive,True,positive,"[0.0030519531574100256, 0.0004099065263289958, 0.9965381622314453]",dynasent_r1
I have breakfast/lunch here at least once every time I come to Vegas.,neutral,positive,False,positive,"[0.0002129183558281511, 0.24456043541431427, 0.7552266120910645]",dynasent_r2
"Like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",positive,positive,True,positive,"[1.4022359209775459e-05, 0.08111917972564697, 0.9188668131828308]",sst_local
But the more we spend the more you make!,neutral,neutral,True,neutral,"[0.04019603878259659, 0.7334166169166565, 0.22638735175132751]",dynasent_r1
If I'm ever back in the Phoenix/Scottsdale area I'll definitely pay it a visit again. love it,positive,positive,True,positive,"[2.9779316719213966e-06, 1.056660380527319e-06, 0.9999959468841553]",dynasent_r2
I bought a cool drink.,neutral,neutral,True,neutral,"[0.0037378822453320026, 0.9720368385314941, 0.02422524429857731]",dynasent_r2
Provide -LRB- s -RRB- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,positive,positive,True,positive,"[0.03316999599337578, 0.03508631885051727, 0.9317436218261719]",sst_local
Search it out .,neutral,neutral,True,neutral,"[0.00018670807185117155, 0.9889312982559204, 0.010881911963224411]",sst_local
"Yes, they are caddy-corner to the Beehive, but I need the extra-strong jolt of coffee in the morning that so far only Starbucks can deliver.",neutral,neutral,True,positive,"[0.02821052446961403, 0.03033224307000637, 0.941457211971283]",dynasent_r1
Ecks this one off your must-see list .,negative,negative,True,negative,"[0.6044506430625916, 0.03496413305401802, 0.36058521270751953]",sst_local
A backyard outlet had live wires exposed to the outdoor elements and was fraying badly.,negative,negative,True,negative,"[0.9913245439529419, 0.008259698748588562, 0.0004157399816904217]",dynasent_r1
The bed was big and comfy the view of the golf course was lovely though they neglected to clean the ash tray on the patio.,positive,negative,False,negative,"[0.8595209121704102, 0.0003303477424196899, 0.14014872908592224]",dynasent_r1
"When the painted backdrops in a movie are more alive than its characters , you know you 're in trouble .",negative,negative,True,negative,"[0.867358922958374, 0.1266453117132187, 0.005995838437229395]",sst_local
it was veryg ood,positive,positive,True,positive,"[0.21773506700992584, 0.13736273348331451, 0.644902229309082]",dynasent_r2
"Almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",positive,positive,True,positive,"[2.6006264306488447e-06, 0.0003071607497986406, 0.9996902942657471]",sst_local
"As an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .",positive,positive,True,positive,"[1.0484736776561476e-05, 0.0010879702167585492, 0.9989014863967896]",sst_local
"), and sat down with our buzzer to wait for our food.",neutral,neutral,True,neutral,"[9.5581759524066e-05, 0.991431713104248, 0.008472662419080734]",dynasent_r1
Can get loud if crowded.,negative,negative,True,negative,"[0.9932945370674133, 6.525886419694871e-05, 0.006640140898525715]",dynasent_r1
http://www.jugojuice.com/menu/veggie-smoothies/mighty-kale.,neutral,neutral,True,neutral,"[0.0001588611485203728, 0.9851081967353821, 0.014732924290001392]",dynasent_r1
"One of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .",negative,negative,True,negative,"[0.9754124879837036, 0.020066721364855766, 0.004520831163972616]",sst_local
Too timid to bring a sense of closure to an ugly chapter of the twentieth century .,negative,negative,True,negative,"[0.9794358015060425, 0.02011454850435257, 0.0004495956818573177]",sst_local
"The character is too forced and overwritten to be funny or believable much of the time , and Clayburgh does n't always improve the over-the-top mix .",negative,negative,True,negative,"[0.9387161731719971, 0.059851497411727905, 0.0014323849463835359]",sst_local
The show is inexpensive and you get way more than your money's worth.,positive,positive,True,positive,"[8.656999852973968e-05, 0.00030376046197488904, 0.9996097683906555]",dynasent_r1
Like instead of pik nampa.,neutral,neutral,True,neutral,"[0.006262398790568113, 0.9875861406326294, 0.006151434034109116]",dynasent_r1
It becomes gimmicky instead of compelling .,negative,negative,True,negative,"[0.9596007466316223, 0.03955832123756409, 0.0008408680441789329]",sst_local
We had place well.,neutral,positive,False,positive,"[1.1223654610148515e-06, 0.0015377282397821546, 0.9984612464904785]",dynasent_r2
Warning though.,neutral,negative,False,negative,"[0.9665892720222473, 0.03275009244680405, 0.000660566205624491]",dynasent_r1
"When the first few villians are introduced as `` Spider '' and `` Snake '' you know you 're in for a real winner , creativity at its peak .",negative,positive,False,positive,"[1.5387875464512035e-05, 0.005161477718502283, 0.9948230981826782]",sst_local
I had an appointment for a pre surgery appointment a few months ago and was happy to see the girl who always draws my blood was there and as it would turn out she did my chest X-ray and heart monitor thing.,positive,positive,True,positive,"[0.000219112349441275, 0.01014161016792059, 0.9896392822265625]",dynasent_r1
Our drinks were always full and empty ones removed.,positive,positive,True,positive,"[0.0923425629734993, 0.38751235604286194, 0.5201451182365417]",dynasent_r1
"And for the record, Lisa in your emergency after hour dept.",neutral,neutral,True,neutral,"[0.00561938202008605, 0.9809007048606873, 0.01347993966192007]",dynasent_r1
I've never had a hotel deny me a pillow.,negative,negative,True,negative,"[0.4252563714981079, 0.19762907922267914, 0.37711450457572937]",dynasent_r1
Dr maxwell isn't like most doctors he has books smarts and common sense.,positive,positive,True,positive,"[7.963779353303835e-05, 0.011034277267754078, 0.9888859987258911]",dynasent_r1
"When I first started coming here, I was actually surprised how nice and helpful the staff were.",positive,positive,True,positive,"[6.0131906138849445e-06, 0.00013141590170562267, 0.999862551689148]",dynasent_r1
"Eh, it's ok.",negative,neutral,False,neutral,"[0.0006901694578118622, 0.6450155973434448, 0.35429421067237854]",dynasent_r1
Frenetic but not really funny .,negative,negative,True,negative,"[0.863265335559845, 0.13391698896884918, 0.0028176987543702126]",sst_local
They aren't anything to write home about.,negative,negative,True,negative,"[0.9829725623130798, 0.015393632464110851, 0.0016338459681719542]",dynasent_r1
He told me that's what they do it now.,positive,neutral,False,neutral,"[0.0006046131020411849, 0.9897940158843994, 0.009601439349353313]",dynasent_r1
"The film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles .",negative,negative,True,negative,"[0.8921400308609009, 0.10284624248743057, 0.005013704765588045]",sst_local
"An intelligent , moving and invigorating film .",positive,positive,True,positive,"[8.900170911374516e-08, 0.00015126445214264095, 0.9998486042022705]",sst_local
I have been to other salons and I was crammed next to another bride and wasn't even allowed to browse through their dress selection!,negative,negative,True,negative,"[0.6207217574119568, 0.013605071231722832, 0.3656732141971588]",dynasent_r1
The outside decor was very nice.,positive,positive,True,positive,"[4.8388310460723005e-06, 6.62245656712912e-06, 0.9999884366989136]",dynasent_r1
I went in there with a problem with my Iphone 4 and went in to see what they could do for me.,neutral,neutral,True,neutral,"[0.00020108297758270055, 0.992064893245697, 0.007734059821814299]",dynasent_r1
Fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters .,negative,negative,True,negative,"[0.8459432125091553, 0.14884769916534424, 0.005209090653806925]",sst_local
Full off of half the serving of 4 bucks of heaven in your mouth.,positive,positive,True,positive,"[1.4970115444157273e-05, 8.173714013537392e-05, 0.9999032020568848]",dynasent_r1
Vast assortment of hardware.,positive,positive,True,positive,"[7.231205381685868e-05, 0.1567661017179489, 0.8431615829467773]",dynasent_r1
"As elegantly crafted as it often is , Anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",negative,negative,True,negative,"[0.8279135227203369, 0.16688813269138336, 0.005198411177843809]",sst_local
Only wished that it was more ventilated.,negative,negative,True,negative,"[0.9910935759544373, 0.000514830753672868, 0.008391566574573517]",dynasent_r1
"The busboy who brought our food dropped the containers of jam onto the floor, picked them up, stacked them back in their little holder and put them onto our table.",negative,negative,True,neutral,"[0.007149361073970795, 0.6912245154380798, 0.3016260862350464]",dynasent_r1
Me and my mother spent another HOUR together cleaning up after they left!,negative,negative,True,neutral,"[0.18329264223575592, 0.4958493113517761, 0.320857971906662]",dynasent_r1
Hadn't been to Benihana's for years but had loved it when I was a kid.,positive,positive,True,positive,"[0.00034423317993059754, 0.004006017930805683, 0.9956497550010681]",dynasent_r1
It's been a couple years now and each time I go my brows are back on fleek.,positive,positive,True,neutral,"[0.09973161667585373, 0.5725790858268738, 0.3276893198490143]",dynasent_r1
So they get three stars because of poor service practice.They are the worst place.  I hate them.,negative,negative,True,negative,"[0.999401330947876, 2.305168891325593e-05, 0.0005756872124038637]",dynasent_r2
"If you want a delicious, fresh breakfast in Fountain Hills, our best recommendations are Sofrita on Avenue of the Fountains (great coffee, interesting fresh food, creative decor) or EuroPizza Cafe on Saguaro in Lakeside Plaza (good coffee, good fresh food, lovely view of the lake and fountain).",positive,positive,True,positive,"[1.7130430478573544e-06, 0.00021814143110532314, 0.9997802376747131]",dynasent_r1
The menu is clearly marked with GF items and they have a separate prep area.,positive,neutral,False,neutral,"[7.378405280178413e-05, 0.8006709814071655, 0.1992553025484085]",dynasent_r1
If that is not your thing and you need a $tarbucks atmosphere you should probably pass.,negative,negative,True,negative,"[0.9368656873703003, 0.06022336706519127, 0.0029110254254192114]",dynasent_r1
"Say this for the soundtrack , it drowns out the lousy dialogue .",negative,negative,True,positive,"[0.19796857237815857, 0.08878768235445023, 0.7132437229156494]",sst_local
"For all its failed connections , Divine Secrets of the Ya-Ya Sisterhood is nurturing , in a gauzy , dithering way .",positive,neutral,False,neutral,"[0.006610882002860308, 0.5096946358680725, 0.48369455337524414]",sst_local
The result is something quite fresh and delightful .,positive,positive,True,positive,"[1.0646340342646e-06, 0.0002643287880346179, 0.9997345805168152]",sst_local
"This film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",negative,negative,True,negative,"[0.9198869466781616, 0.0768124982714653, 0.00330064888112247]",sst_local
-LRB- Plays -RRB- in broad outline as pandering middle-age buddy-comedy .,negative,negative,True,negative,"[0.8201053142547607, 0.17345015704631805, 0.00644455524161458]",sst_local
"""Chicken Noodle Soup"" comes out first.",neutral,neutral,True,neutral,"[3.7139529013074934e-05, 0.9948528409004211, 0.0051100593991577625]",dynasent_r1
"Preposterous and tedious , Sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",negative,negative,True,negative,"[0.7281555533409119, 0.25931936502456665, 0.012525173835456371]",sst_local
"Culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield .",positive,positive,True,positive,"[4.371230534161441e-05, 0.01364702358841896, 0.9863091707229614]",sst_local
I used to be a manager of Popeyes in Maryland in Washington DC.,neutral,neutral,True,neutral,"[0.0003793956129811704, 0.9959591031074524, 0.003661553142592311]",dynasent_r1
"Gee , a second assassin shot Kennedy ?",negative,neutral,False,neutral,"[0.16544301807880402, 0.8162350654602051, 0.018321843817830086]",sst_local
"Maybe he shouldn't have told me that there were other sightings, but he offered that info and it was disturbing that no action had already been taken.",negative,negative,True,negative,"[0.9230627417564392, 0.04092717915773392, 0.036010079085826874]",dynasent_r1
"It 's rare to find a film that dazzles the eye , challenges the brain , AND satisfies our lust for fast-paced action , but Minority Report delivers all that and a whole lot more .",positive,positive,True,positive,"[2.5056144750124076e-06, 0.0004743807949125767, 0.9995231628417969]",sst_local
Not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,negative,negative,True,negative,"[0.9861147403717041, 0.013619061559438705, 0.0002661961189005524]",sst_local
"Lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",positive,positive,True,positive,"[0.00016150131705217063, 0.005568946246057749, 0.9942694902420044]",sst_local
We had 12 appetizers at our table.,neutral,neutral,True,neutral,"[0.0005200552986934781, 0.95416259765625, 0.04531742259860039]",dynasent_r1
For Benigni it was n't Shakespeare whom he wanted to define his career with but Pinocchio .,positive,neutral,False,neutral,"[0.045236632227897644, 0.9450392723083496, 0.009724048897624016]",sst_local
When I first walked in the service was great.,positive,positive,True,positive,"[4.785259807249531e-05, 3.942936928069685e-06, 0.999948263168335]",dynasent_r1
He took it like a champ and just seemed to take it in stride.,positive,positive,True,positive,"[5.322656875250686e-07, 0.00025689383619464934, 0.9997425675392151]",dynasent_r1
"LE CAFE
Coffee or Espresso


__ The old review__

Okay...so why don't more people in the US know who Joel Robuchon is?",neutral,neutral,True,neutral,"[0.09105691313743591, 0.8530287742614746, 0.055914364755153656]",dynasent_r1
Four days ago I had the pleasure of dealing with Mel and got into a 2017 Ford Fusion.,positive,positive,True,positive,"[0.00021290754375513643, 0.06573034822940826, 0.9340567588806152]",dynasent_r1
The first pool guy we hired created so many problems for us by doing everything poorly and incorrectly.,negative,negative,True,negative,"[0.9984525442123413, 0.0003156361053697765, 0.0012318318476900458]",dynasent_r1
This place scared the living daylights out of me.,negative,negative,True,negative,"[0.9186422228813171, 0.03386253863573074, 0.0474952757358551]",dynasent_r1
The wait staff is very stand offish and it took me a while to get use to that.,negative,negative,True,negative,"[0.9715963006019592, 0.02746402658522129, 0.0009396360255777836]",dynasent_r1
But what about the countless other people who 'd merely like to watch a solid tale about a universally interesting soul ?,neutral,neutral,True,neutral,"[0.01667432300746441, 0.5844588279724121, 0.3988668620586395]",sst_local
Good luck finding street parking at night.,negative,negative,True,negative,"[0.9485191106796265, 0.04996836930513382, 0.001512588351033628]",dynasent_r1
"So stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly .",negative,negative,True,negative,"[0.9958351850509644, 0.003855066606774926, 0.0003096644941251725]",sst_local
"Here , thankfully , they are .",neutral,positive,False,positive,"[7.159545202739537e-05, 0.14159530401229858, 0.8583330512046814]",sst_local
"I decided to go into his office for some more information about ""hair"".",neutral,neutral,True,neutral,"[7.372911204583943e-05, 0.9864681959152222, 0.013458114117383957]",dynasent_r1
The picture in the menu looked so yummy.,positive,positive,True,positive,"[2.927969762822613e-05, 0.00017714386922307312, 0.9997935891151428]",dynasent_r1
I am new to the area and went to Kennel Care with my dog for the first time in November.,neutral,neutral,True,neutral,"[0.0008945753215812147, 0.9827439188957214, 0.016361534595489502]",dynasent_r1
"Karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",neutral,neutral,True,neutral,"[0.08973317593336105, 0.45894762873649597, 0.4513191282749176]",sst_local
When the group visited from Cali there were only vegan options as far as they were concerned.,neutral,neutral,True,neutral,"[0.33779019117355347, 0.6132975816726685, 0.04891218617558479]",dynasent_r2
Man was I ever proved wrong.,neutral,neutral,True,neutral,"[0.010515054687857628, 0.9832936525344849, 0.006191290449351072]",dynasent_r1
I went to some random spot and they messed up my hair.,negative,negative,True,negative,"[0.8365622758865356, 0.15712015330791473, 0.006317527964711189]",dynasent_r1
"For lack of a better way to put it, SOOOOOOO GOOOOD!",positive,positive,True,positive,"[2.414883601886686e-05, 0.0012826952151954174, 0.9986931681632996]",dynasent_r1
Pizza plus iced tea $23 plus tax.,neutral,neutral,True,neutral,"[0.00033394747879356146, 0.9884838461875916, 0.011182161048054695]",dynasent_r1
"Introduce yourself to your guests -- hell there are only about 2 of them, so it shouldn't tax you too much.",negative,neutral,False,neutral,"[0.04448488727211952, 0.8602616786956787, 0.09525342285633087]",dynasent_r1
The customer was just nodding.,neutral,neutral,True,neutral,"[0.20187532901763916, 0.7729355692863464, 0.02518909052014351]",dynasent_r1
I had our ford fusion get a recall taken care here.,neutral,positive,False,positive,"[0.0004167937731835991, 0.32263562083244324, 0.6769475340843201]",dynasent_r1
I told him the kind of hair i wanted for my kid.,neutral,neutral,True,neutral,"[0.0002574768732301891, 0.9829157590866089, 0.01682678982615471]",dynasent_r1
"While surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .",positive,positive,True,positive,"[2.0672863684012555e-05, 0.009402605704963207, 0.9905767440795898]",sst_local
It is convenient because it's on the strip.,positive,positive,True,positive,"[0.00028436415595933795, 0.00021841372654307634, 0.9994971752166748]",dynasent_r1
I am mostly writing this review for the SCALLOPS.,neutral,neutral,True,neutral,"[3.0891667847754434e-05, 0.9908818006515503, 0.009087366983294487]",dynasent_r1
It was served with a bowl of pinto beans.,positive,neutral,False,neutral,"[0.0001065150645445101, 0.9955887794494629, 0.004304689355194569]",dynasent_r1
So if it rains your out of luck.,negative,negative,True,negative,"[0.8717056512832642, 0.1234784945845604, 0.004815840162336826]",dynasent_r1
On this particular day it was a Friday and my mother and I both ordered the fish fry.,neutral,neutral,True,neutral,"[6.533337000291795e-05, 0.9738304018974304, 0.02610425092279911]",dynasent_r1
"The premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",negative,negative,True,negative,"[0.8494685292243958, 0.14594431221485138, 0.004587186966091394]",sst_local
We've had tap water everywhere else in Vegas and none of it tasted bad like that.,negative,negative,True,negative,"[0.5315061807632446, 0.05117033049464226, 0.4173235595226288]",dynasent_r1
It 's just a silly black genre spoof .,negative,negative,True,negative,"[0.8554472327232361, 0.14068415760993958, 0.0038685945328325033]",sst_local
The other 2 Steve said were in great shape.,positive,positive,True,positive,"[0.0047791749238967896, 0.18548230826854706, 0.8097384572029114]",dynasent_r1
They had checked the sensors and could not find why it was happening and recommended me to Ford.,neutral,neutral,True,neutral,"[0.02267603389918804, 0.7133415937423706, 0.2639823853969574]",dynasent_r1
"In the end , White Oleander is n't an adaptation of a novel .",neutral,negative,False,negative,"[0.9601563811302185, 0.03409566357731819, 0.00574797298759222]",sst_local
"I 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every Wim Wenders film of the '70s .",negative,negative,True,negative,"[0.4995790719985962, 0.3687252998352051, 0.13169565796852112]",sst_local
Then Tyrone came out with my gun and a test target.,neutral,neutral,True,neutral,"[0.00043453252874314785, 0.9921694397926331, 0.007396093104034662]",dynasent_r1
