review,classification,prediction,match,source
"Though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters .",neutral,positive,False,sst_local
It 's a worse sign when you begin to envy her condition .,neutral,negative,False,sst_local
Try to plan ahead and get a seat.,neutral,neutral,True,dynasent_r1
Ice Now has a 400 pound limit which is $70.,positive,neutral,False,dynasent_r1
this is good mexican food on anabolic steroids.,positive,positive,True,dynasent_r1
I have breakfast/lunch here at least once every time I come to Vegas.,neutral,positive,False,dynasent_r2
"Like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",positive,positive,True,sst_local
But the more we spend the more you make!,neutral,positive,False,dynasent_r1
If I'm ever back in the Phoenix/Scottsdale area I'll definitely pay it a visit again. love it,positive,positive,True,dynasent_r2
I bought a cool drink.,neutral,neutral,True,dynasent_r2
Provide -LRB- s -RRB- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,positive,positive,True,sst_local
Search it out .,neutral,positive,False,sst_local
"Yes, they are caddy-corner to the Beehive, but I need the extra-strong jolt of coffee in the morning that so far only Starbucks can deliver.",neutral,positive,False,dynasent_r1
Ecks this one off your must-see list .,negative,negative,True,sst_local
A backyard outlet had live wires exposed to the outdoor elements and was fraying badly.,negative,negative,True,dynasent_r1
The bed was big and comfy the view of the golf course was lovely though they neglected to clean the ash tray on the patio.,positive,positive,True,dynasent_r1
"When the painted backdrops in a movie are more alive than its characters , you know you 're in trouble .",negative,negative,True,sst_local
it was veryg ood,positive,positive,True,dynasent_r2
"Almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",positive,positive,True,sst_local
"As an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .",positive,positive,True,sst_local
"), and sat down with our buzzer to wait for our food.",neutral,neutral,True,dynasent_r1
Can get loud if crowded.,negative,negative,True,dynasent_r1
http://www.jugojuice.com/menu/veggie-smoothies/mighty-kale.,neutral,neutral,True,dynasent_r1
"One of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .",negative,negative,True,sst_local
Too timid to bring a sense of closure to an ugly chapter of the twentieth century .,negative,negative,True,sst_local
"The character is too forced and overwritten to be funny or believable much of the time , and Clayburgh does n't always improve the over-the-top mix .",negative,negative,True,sst_local
The show is inexpensive and you get way more than your money's worth.,positive,positive,True,dynasent_r1
Like instead of pik nampa.,neutral,neutral,True,dynasent_r1
It becomes gimmicky instead of compelling .,negative,negative,True,sst_local
We had place well.,neutral,positive,False,dynasent_r2
Warning though.,neutral,negative,False,dynasent_r1
"When the first few villians are introduced as `` Spider '' and `` Snake '' you know you 're in for a real winner , creativity at its peak .",negative,positive,False,sst_local
I had an appointment for a pre surgery appointment a few months ago and was happy to see the girl who always draws my blood was there and as it would turn out she did my chest X-ray and heart monitor thing.,positive,positive,True,dynasent_r1
Our drinks were always full and empty ones removed.,positive,positive,True,dynasent_r1
"And for the record, Lisa in your emergency after hour dept.",neutral,neutral,True,dynasent_r1
I've never had a hotel deny me a pillow.,negative,negative,True,dynasent_r1
Dr maxwell isn't like most doctors he has books smarts and common sense.,positive,positive,True,dynasent_r1
"When I first started coming here, I was actually surprised how nice and helpful the staff were.",positive,positive,True,dynasent_r1
"Eh, it's ok.",negative,neutral,False,dynasent_r1
Frenetic but not really funny .,negative,negative,True,sst_local
They aren't anything to write home about.,negative,negative,True,dynasent_r1
He told me that's what they do it now.,positive,neutral,False,dynasent_r1
"The film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles .",negative,negative,True,sst_local
"An intelligent , moving and invigorating film .",positive,positive,True,sst_local
I have been to other salons and I was crammed next to another bride and wasn't even allowed to browse through their dress selection!,negative,positive,False,dynasent_r1
The outside decor was very nice.,positive,positive,True,dynasent_r1
I went in there with a problem with my Iphone 4 and went in to see what they could do for me.,neutral,neutral,True,dynasent_r1
Fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters .,negative,negative,True,sst_local
Full off of half the serving of 4 bucks of heaven in your mouth.,positive,positive,True,dynasent_r1
Vast assortment of hardware.,positive,positive,True,dynasent_r1
"As elegantly crafted as it often is , Anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",negative,negative,True,sst_local
Only wished that it was more ventilated.,negative,negative,True,dynasent_r1
"The busboy who brought our food dropped the containers of jam onto the floor, picked them up, stacked them back in their little holder and put them onto our table.",negative,positive,False,dynasent_r1
Me and my mother spent another HOUR together cleaning up after they left!,negative,negative,True,dynasent_r1
Hadn't been to Benihana's for years but had loved it when I was a kid.,positive,positive,True,dynasent_r1
It's been a couple years now and each time I go my brows are back on fleek.,positive,positive,True,dynasent_r1
So they get three stars because of poor service practice.They are the worst place.  I hate them.,negative,negative,True,dynasent_r2
"If you want a delicious, fresh breakfast in Fountain Hills, our best recommendations are Sofrita on Avenue of the Fountains (great coffee, interesting fresh food, creative decor) or EuroPizza Cafe on Saguaro in Lakeside Plaza (good coffee, good fresh food, lovely view of the lake and fountain).",positive,positive,True,dynasent_r1
The menu is clearly marked with GF items and they have a separate prep area.,positive,positive,True,dynasent_r1
If that is not your thing and you need a $tarbucks atmosphere you should probably pass.,negative,negative,True,dynasent_r1
"Say this for the soundtrack , it drowns out the lousy dialogue .",negative,negative,True,sst_local
"For all its failed connections , Divine Secrets of the Ya-Ya Sisterhood is nurturing , in a gauzy , dithering way .",positive,neutral,False,sst_local
The result is something quite fresh and delightful .,positive,positive,True,sst_local
"This film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",negative,negative,True,sst_local
-LRB- Plays -RRB- in broad outline as pandering middle-age buddy-comedy .,negative,negative,True,sst_local
"""Chicken Noodle Soup"" comes out first.",neutral,neutral,True,dynasent_r1
"Preposterous and tedious , Sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",negative,negative,True,sst_local
"Culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield .",positive,positive,True,sst_local
I used to be a manager of Popeyes in Maryland in Washington DC.,neutral,neutral,True,dynasent_r1
"Gee , a second assassin shot Kennedy ?",negative,neutral,False,sst_local
"Maybe he shouldn't have told me that there were other sightings, but he offered that info and it was disturbing that no action had already been taken.",negative,negative,True,dynasent_r1
"It 's rare to find a film that dazzles the eye , challenges the brain , AND satisfies our lust for fast-paced action , but Minority Report delivers all that and a whole lot more .",positive,positive,True,sst_local
Not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,negative,negative,True,sst_local
"Lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",positive,positive,True,sst_local
We had 12 appetizers at our table.,neutral,neutral,True,dynasent_r1
For Benigni it was n't Shakespeare whom he wanted to define his career with but Pinocchio .,positive,neutral,False,sst_local
When I first walked in the service was great.,positive,positive,True,dynasent_r1
He took it like a champ and just seemed to take it in stride.,positive,positive,True,dynasent_r1
"LE CAFE
Coffee or Espresso


__ The old review__

Okay...so why don't more people in the US know who Joel Robuchon is?",neutral,neutral,True,dynasent_r1
Four days ago I had the pleasure of dealing with Mel and got into a 2017 Ford Fusion.,positive,positive,True,dynasent_r1
The first pool guy we hired created so many problems for us by doing everything poorly and incorrectly.,negative,negative,True,dynasent_r1
This place scared the living daylights out of me.,negative,negative,True,dynasent_r1
The wait staff is very stand offish and it took me a while to get use to that.,negative,negative,True,dynasent_r1
But what about the countless other people who 'd merely like to watch a solid tale about a universally interesting soul ?,neutral,neutral,True,sst_local
Good luck finding street parking at night.,negative,negative,True,dynasent_r1
"So stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly .",negative,negative,True,sst_local
"Here , thankfully , they are .",neutral,positive,False,sst_local
"I decided to go into his office for some more information about ""hair"".",neutral,neutral,True,dynasent_r1
The picture in the menu looked so yummy.,positive,positive,True,dynasent_r1
I am new to the area and went to Kennel Care with my dog for the first time in November.,neutral,neutral,True,dynasent_r1
"Karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",neutral,positive,False,sst_local
When the group visited from Cali there were only vegan options as far as they were concerned.,neutral,neutral,True,dynasent_r2
Man was I ever proved wrong.,neutral,neutral,True,dynasent_r1
I went to some random spot and they messed up my hair.,negative,negative,True,dynasent_r1
"For lack of a better way to put it, SOOOOOOO GOOOOD!",positive,positive,True,dynasent_r1
Pizza plus iced tea $23 plus tax.,neutral,neutral,True,dynasent_r1
"Introduce yourself to your guests -- hell there are only about 2 of them, so it shouldn't tax you too much.",negative,neutral,False,dynasent_r1
The customer was just nodding.,neutral,neutral,True,dynasent_r1
I had our ford fusion get a recall taken care here.,neutral,neutral,True,dynasent_r1
I told him the kind of hair i wanted for my kid.,neutral,neutral,True,dynasent_r1
"While surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .",positive,positive,True,sst_local
It is convenient because it's on the strip.,positive,positive,True,dynasent_r1
I am mostly writing this review for the SCALLOPS.,neutral,neutral,True,dynasent_r1
It was served with a bowl of pinto beans.,positive,neutral,False,dynasent_r1
So if it rains your out of luck.,negative,negative,True,dynasent_r1
On this particular day it was a Friday and my mother and I both ordered the fish fry.,neutral,neutral,True,dynasent_r1
"The premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",negative,negative,True,sst_local
We've had tap water everywhere else in Vegas and none of it tasted bad like that.,negative,negative,True,dynasent_r1
It 's just a silly black genre spoof .,negative,negative,True,sst_local
The other 2 Steve said were in great shape.,positive,positive,True,dynasent_r1
They had checked the sensors and could not find why it was happening and recommended me to Ford.,neutral,neutral,True,dynasent_r1
"In the end , White Oleander is n't an adaptation of a novel .",neutral,negative,False,sst_local
"I 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every Wim Wenders film of the '70s .",negative,negative,True,sst_local
Then Tyrone came out with my gun and a test target.,neutral,neutral,True,dynasent_r1
Some people just want to watch a well made film in a comfortable auditorium and not deal with hassles. This was a great film.,positive,positive,True,dynasent_r2
"Fast forward to 5:30 on a Saturday night and, wow, I could get it now.",neutral,neutral,True,dynasent_r2
"From the big giant titles of the opening credits to Elmer Bernstein 's perfectly melodic score , Haynes gets just about everything right .",positive,positive,True,sst_local
I don't think they clean it at all.,negative,negative,True,dynasent_r1
I may do more!,positive,positive,True,dynasent_r1
"Writer\/director John McKay ignites some charming chemistry between Kate and Jed but , when he veers into sodden melodrama , punctuated by violins , it 's disastrous and Kate 's jealous female friends become downright despicable .",negative,negative,True,sst_local
We have been about 3 times and have had fabulous food and wonderful service each time.,positive,positive,True,dynasent_r1
She slid the bag on the counter and said here you go.,neutral,neutral,True,dynasent_r1
"If you don't want to wait, you can head around the corner on Dundas to Terminal Barber Shop 2.",neutral,neutral,True,dynasent_r1
"But based on CQ , I 'll certainly be keeping an eye out for his next project .",positive,positive,True,sst_local
This is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .,positive,positive,True,sst_local
"She then looked at me with a smile and said, ""You can check in after 5:00"".",neutral,neutral,True,dynasent_r1
"On the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with Piesiewicz 's and Kieslowski 's earlier work , films like The Double Life of Veronique .",positive,neutral,False,sst_local
This happens every time I am here.,neutral,neutral,True,dynasent_r1
"Sounds tricky, right?",neutral,neutral,True,dynasent_r1
"Though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance .",positive,positive,True,sst_local
Their voices were raised and customers were all staring at me.,negative,negative,True,dynasent_r1
"Looked at leaking pool valve (I thought valve case was cracked, and determined it was missing a spacer between two small ""O"" Rings.",neutral,neutral,True,dynasent_r1
The dish was surprising,neutral,positive,False,dynasent_r2
"Again, the story is not ended YET!",neutral,neutral,True,dynasent_r1
"We show up, and I explain the situation to our waiter, who brought my husband and I the limited Groupon menu (our friend ordered off the regular menu).",neutral,neutral,True,dynasent_r1
"I think the first time it was a three star, but the last time was definitely a two--maybe even a one and a half star. they need to improve",negative,negative,True,dynasent_r2
"Got there to pick up, said my name, and POOF the bundtinis were ready and boxes up.",positive,positive,True,dynasent_r1
Mother was complaining her lazy children but they were preparing birthday cake for her,neutral,negative,False,dynasent_r2
I just wish they had a tad more emphasis on food.,negative,negative,True,dynasent_r1
It 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,positive,positive,True,sst_local
"We met on a Monday morning at a local Jewish Community Centery off of Tropicana (this was the last time that they were utilizing this as a pantry, they now have their own facility in North Las Vegas).",neutral,neutral,True,dynasent_r1
The story bogs down in a mess of purposeless violence .,negative,negative,True,sst_local
You bet .,neutral,neutral,True,sst_local
He was fantastic at being a mean person.,negative,negative,True,dynasent_r2
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday 's weather report .",negative,negative,True,sst_local
John (the dispatch manager?),neutral,neutral,True,dynasent_r1
"It risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",negative,positive,False,sst_local
"Still , this thing feels flimsy and ephemeral .",negative,negative,True,sst_local
I think I've had those before elsewhere,neutral,neutral,True,dynasent_r2
Flaccid drama and exasperatingly slow journey .,negative,negative,True,sst_local
Too die for.,positive,positive,True,dynasent_r1
This is shrimp prepared like calamari.,neutral,neutral,True,dynasent_r1
"If the message seems more facile than the earlier films , the images have such a terrible beauty you may not care .",neutral,positive,False,sst_local
The only down side was the waiter smelled a little musty.,negative,negative,True,dynasent_r1
Side dishes are quite pricey.,negative,negative,True,dynasent_r1
"The actors do n't inhabit their roles -- they 're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes .",negative,negative,True,sst_local
I went here today to have my car oil change.,neutral,neutral,True,dynasent_r1
A modest pleasure that accomplishes its goals with ease and confidence .,positive,positive,True,sst_local
"Somewhere short of Tremors on the modern B-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",negative,neutral,False,sst_local
A charming yet poignant tale of the irrevocable ties that bind .,positive,positive,True,sst_local
"Everyone knows what the DMV stands for and that fact makes them attract a certain type of staff, especially when it comes to management.",negative,neutral,False,dynasent_r1
Makes me wonder about the food & products.,negative,negative,True,dynasent_r1
The tour guide must have read my face of dissapointment because she then went into the story of how the house was restored.,negative,negative,True,dynasent_r1
They charge $4.95 for a simple car wash that's a ridiculous bargain to me (I thought because we're in a desert area... will it cost more?,positive,positive,True,dynasent_r2
"As teen movies go , `` Orange County '' is a refreshing change",positive,positive,True,sst_local
To be continued...,neutral,neutral,True,dynasent_r1
Rates an ` E ' for effort -- and a ` B ' for boring .,negative,negative,True,sst_local
"I wanted to know what the commotion was about, I ordered a Connecticut Roll, which is warm lobster and Butter, waited promptly 10 minutes to the best amazing perfectly cooked lobster roll!",positive,positive,True,dynasent_r1
"The additional storyline is interesting and entertaining , but it does n't have the same magical quality as the beginning of the story .",neutral,neutral,True,sst_local
They charged $5 for the supplies and then each lady picked out their own pieces to paint.,neutral,neutral,True,dynasent_r1
Where can a 30 something go and get carded like they are 21 at 11:30am?,neutral,negative,False,dynasent_r1
Very professional and very CLEAN!!,positive,positive,True,dynasent_r1
I have had a covered storage for just over a year for my trailer.,neutral,neutral,True,dynasent_r1
A whimsical if predictable time-travel fable marred by a willful single-mindedness .,neutral,neutral,True,sst_local
I made a noon appointment for my bridesmaids to try on dresses.,neutral,neutral,True,dynasent_r1
"Ribeye pho, wonton & bbq pork egg noodle soup & egg rolls.",neutral,neutral,True,dynasent_r1
Choppy editing and too many repetitive scenes spoil what could have been an important documentary about stand-up comedy .,negative,negative,True,sst_local
And peas.,neutral,neutral,True,dynasent_r1
Maguire is a surprisingly effective Peter\/Spider-Man .,positive,positive,True,sst_local
I have a new pen.,neutral,neutral,True,dynasent_r2
We are from Wisconsin and for us there are not a lot of good pizza restaurants in Las Vegas.,negative,negative,True,dynasent_r1
I got the egg sandwich with steak.,neutral,neutral,True,dynasent_r1
"I sat outside and ordered coffee, their homemade donuts, and salmon toast. I was hungry.",neutral,neutral,True,dynasent_r2
"It's hard to screw up a fried egg, but they did.",negative,negative,True,dynasent_r1
Beautiful hole.,positive,positive,True,dynasent_r1
"If you are an avid hiker or rock climber, then you'd want to make this an all day trip.",positive,neutral,False,dynasent_r1
"This warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics .",positive,positive,True,sst_local
"We had an evening reservation for two, and here's what we got.",neutral,neutral,True,dynasent_r1
"Majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",positive,positive,True,sst_local
"I usually love coming to this store when I come to South Park mall, so this time I brought my little brother and girlfriend.",positive,positive,True,dynasent_r1
"In its ragged , cheap and unassuming way , the movie works .",positive,positive,True,sst_local
"Though it is by no means his best work , Laissez-Passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",positive,positive,True,sst_local
Never in our history have we done a pick up.,neutral,neutral,True,dynasent_r1
The chairs were sunken in.,negative,negative,True,dynasent_r2
"I did not like it
-Loco moco  not my favorite either, nothing too special...
-Yamaimo Cake  not sweet!",negative,negative,True,dynasent_r1
So unfortunate...gotta love thieves!,negative,negative,True,dynasent_r1
"Or , you can do something fun tonight .",neutral,neutral,True,sst_local
You'll love to say I used to be married to that woman.,neutral,neutral,True,dynasent_r2
Outrageousness is all Plympton seemed to be going for this time .,negative,neutral,False,sst_local
(Found out later it's called mandazi.),neutral,neutral,True,dynasent_r1
Not given an option to order one or leave my info in case one came in. I hated it.,negative,negative,True,dynasent_r2
The combination of spice breaded chicken and sweet syrup on top of a delicious waffle was about more than mouth could handle.,positive,positive,True,dynasent_r1
"(that I will not go near)
Or is it the Scarface fuzzy blanket merchant??",neutral,negative,False,dynasent_r1
There's one name that rings loud when it comes to fine dining,neutral,positive,False,dynasent_r2
"Before going to Rizzo's last night, after attending ILMS graduation, we checked online to see the hours.",neutral,neutral,True,dynasent_r1
We walked up and were pretty impressed.,positive,positive,True,dynasent_r1
"Seriously, what should have been an absolutely awful and stressful experience was nothing.",positive,positive,True,dynasent_r1
It was our honeymoon trip this week and we had a previous good experience at Flamingo so decided to give it another shot.,positive,positive,True,dynasent_r1
"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",positive,positive,True,sst_local
Both Lake Mead AND Rampart Boca park have been out for 3 months now - THREE MONTHS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,negative,negative,True,dynasent_r1
I've been disappointed at many restaurants before but this one never fails me.,positive,positive,True,dynasent_r2
I have to say that I have been back twice in the last month since my last visit which was in the summer and was not incorrect in my suspicions that the new parking and street through the center would ruin the atmosphere.,negative,negative,True,dynasent_r1
A sudsy cautionary tale .,neutral,neutral,True,sst_local
no bueno,negative,neutral,False,dynasent_r2
The problem with this film is that it 's forced to make its characters idiots in order to advance the plot .,negative,negative,True,sst_local
It is an old house that they converted into a restaurant.,neutral,neutral,True,dynasent_r1
I almost wish I had ordered that instead of my fish except my fish had the BEST SAUCE IN THE UNIVERSE!,positive,positive,True,dynasent_r1
I almost fainted when I saw that one bowl of soup was almost $70!,negative,negative,True,dynasent_r1
I guess I have to go to Trop for wings!,positive,neutral,False,dynasent_r1
"Ultimately , it ponders the reasons we need stories so much .",neutral,positive,False,sst_local
Eat here if every other restaurant in area has already closed.,negative,positive,False,dynasent_r1
"The staff was fairly friendly on the phone, pizza came in the delivery estimate time.",positive,positive,True,dynasent_r1
"This cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",positive,positive,True,sst_local
I would recommend getting a set of training sessions.,neutral,neutral,True,dynasent_r1
Makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the Kurdish refugees of Iran 's borderlands .,positive,positive,True,sst_local
The burgers taste gamey.,positive,negative,False,dynasent_r1
The bartenders really need to work with their Hensley Sales rep to make sure the bar is stocked for a weekend.,negative,negative,True,dynasent_r1
"Laundry is so small and if more then a few people are in there, you cannot get around, so it is less hassle to go to a public laundry.",negative,negative,True,dynasent_r1
I started with some insane app.,neutral,neutral,True,dynasent_r1
Grocery store had all fresh stock and its worth all travel,positive,positive,True,dynasent_r2
Not as good or cook as the sister or brother? He is a great chef.,positive,positive,True,dynasent_r2
"Birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it .",negative,negative,True,sst_local
"We have two dogs and joined the Banfield plan, with the full intention of getting fantastic service while saving money.",positive,positive,True,dynasent_r1
"Whether -LRB- Binoche and Magimel -RRB- are being charming or angst-ridden , they easily fill their scenes and , fine judges both , never overcook the hysteria .",neutral,positive,False,sst_local
They were huge.,positive,neutral,False,dynasent_r1
"When I ordered the seafood pancake with some friends, I pretty much inhaled it all and was left saying, ""I'm sorry, did you want some?""",positive,positive,True,dynasent_r1
Chose restaurant in large part based on the Yelp review.,neutral,neutral,True,dynasent_r1
The wi-fi is bad and goes in and out.,negative,negative,True,dynasent_r2
I kinda lost my appetite.,negative,negative,True,dynasent_r1
Ja Rule and Kurupt should have gotten to rap .,neutral,neutral,True,sst_local
Her delivery and timing are flawless .,positive,positive,True,sst_local
I arrived early and while I waited and shopped around I was asked multiple times if I needed any help or wanted a soda or water.,positive,positive,True,dynasent_r1
What would Jesus do if He was a film director ?,neutral,neutral,True,sst_local
Kinda expensive and I don't taste a difference but if its your thing its there.,negative,negative,True,dynasent_r1
"We scooted right over to 6° Urban Kitchen, also locale known for previous turnover. not bad at all",positive,positive,True,dynasent_r2
I eat out a lot.,neutral,neutral,True,dynasent_r1
Came here because of all the good reviews.,positive,positive,True,dynasent_r1
"We've had 2 dental experiences at other businesses in Las Vegas where we felt scammed, both times after our first TLC experience.",negative,positive,False,dynasent_r1
A loving little film of considerable appeal .,positive,positive,True,sst_local
The movie is one of the best examples of artful Large Format filmmaking you are likely to see anytime soon .,positive,positive,True,sst_local
The plus is this place does have visitor wifi from the University of Illinois. It is a good place.,positive,positive,True,dynasent_r2
Mekong supermarket just opened a new sandwich shop.,neutral,neutral,True,dynasent_r1
I was in a lot of pain so I went to the clinic near my house.,neutral,neutral,True,dynasent_r2
"It was a double layer round bottom and tiny 4"" round placed on top, with the look of a Lego man head, his face in black fondant (Lego birthday theme).",neutral,neutral,True,dynasent_r1
I came in for a pastry.,neutral,neutral,True,dynasent_r1
"Luckily I still had the sampler at the table, which was a slightly cloudy pale ale, and my new beer was a rich toned amber.",positive,neutral,False,dynasent_r1
We went to Findlay Chevrolet 25 minutes away from where we live and bought a brand new 2017 White Colorado that night.,neutral,neutral,True,dynasent_r1
"Finally, the person that does the ordering came.",negative,neutral,False,dynasent_r1
"It 's fun , but the code-talk will fly right over everyone 's head",neutral,neutral,True,sst_local
Cockcroach Heaven.,negative,positive,False,dynasent_r1
Murder By Numbers is like a couple of mediocre TV-movie - of-the-week films clumsily stuck together .,negative,negative,True,sst_local
Girl at the front counter was a smart ass.,negative,negative,True,dynasent_r1
Mi esposo me llevo porque salieron en la tv que son las mejores tortas.,neutral,neutral,True,dynasent_r1
Heaven in a box is what they should have called it.,positive,positive,True,dynasent_r1
"It 's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",positive,positive,True,sst_local
`` An entire film about researchers quietly reading dusty old letters . '',negative,negative,True,sst_local
"While this film is not in the least surprising , it is still ultimately very satisfying .",positive,positive,True,sst_local
The only thing better than the decor was the food itself.,positive,positive,True,dynasent_r1
A very funny look at how another culture handles the process of courting and marriage .,positive,positive,True,sst_local
I'm not one of those customers that is hard to please I just want the same respect I give & I rarely get that here.,negative,negative,True,dynasent_r1
All I can say is OMG!,positive,positive,True,dynasent_r1
You 'll be more entertained getting hit by a bus .,negative,negative,True,sst_local
I'm not usually one that eats leftovers especially pasta.,neutral,neutral,True,dynasent_r1
"First good , then bothersome .",negative,positive,False,sst_local
We also noticed that their food FINALLY came a long while later.,negative,negative,True,dynasent_r1
We are sweating!,negative,negative,True,dynasent_r1
Discount Tire.,neutral,neutral,True,dynasent_r1
I went to one other place and Valley Goldmine offered me $100 more!,positive,positive,True,dynasent_r1
I used to go to the V's at Kierland but have never received a haircut I was happy with.,negative,negative,True,dynasent_r1
Don't expect standard pasta dishes.,negative,neutral,False,dynasent_r1
We ordered the Hainan chicken rice and curry chicken.. As we thought we couldnt go wrong with these.,positive,neutral,False,dynasent_r1
It 's still worth a look .,positive,positive,True,sst_local
"Regardless, it sets the stage for slower than normal service , just out of the size and chaos.",negative,negative,True,dynasent_r1
"My one complaint is how small that crazy parking lot is, super scary!",negative,negative,True,dynasent_r1
"I'm not going to lie at this point I was getting angry but I made sure I remained calm and said, ""SIR, is there anything you can do?""",negative,negative,True,dynasent_r1
You somewhat get this feeling that you are going to have to sit out with everyone which was quite loud.,negative,negative,True,dynasent_r1
"Everytime you think Undercover Brother has run out of steam , it finds a new way to surprise and amuse .",positive,positive,True,sst_local
I know how things are supposed to taste having made my own Bulgogi from scratch.,neutral,neutral,True,dynasent_r1
Made by jackasses for jackasses .,negative,negative,True,sst_local
"Plenry of delicious pizza options in town, there's just no reason to suffer at rhe hands of this place.",negative,negative,True,dynasent_r1
It was one h--l of a show!,positive,positive,True,dynasent_r2
George Clooney proves he 's quite a talented director and Sam Rockwell shows us he 's a world-class actor with Confessions of a Dangerous Mind .,positive,positive,True,sst_local
My only complaint is that the categories of the dishes listed on the menu were in Italian.,negative,negative,True,dynasent_r1
I should have reviewed this place as soon as I left.,neutral,neutral,True,dynasent_r1
Found a place he thought I wanted a fill.,neutral,neutral,True,dynasent_r1
"Light , cute and forgettable .",neutral,neutral,True,sst_local
The quality of the food left something to be desired. It was definitely box prepared and arranged on a plate to look appetizing.,negative,negative,True,dynasent_r2
"Will only satisfy those who ca n't tell the difference between the good , the bad and the ugly .",negative,negative,True,sst_local
"The smaller than expected bits are not generally little, in any event for me.",neutral,neutral,True,dynasent_r2
"We picked the first 6 items then asked the waiter to choose for us , he did and the food piled up, HA. it was scary",neutral,positive,False,dynasent_r2
"A great ending does n't make up for a weak movie , and Crazy as Hell does n't even have a great ending .",negative,negative,True,sst_local
"I let him know that we stayed here for two nights, spend plenty of money at their casino and their dining.",neutral,neutral,True,dynasent_r1
Haven't tried the wine bar.,neutral,neutral,True,dynasent_r1
Too simple for its own good .,neutral,negative,False,sst_local
"Benefit from the coupon, that's when you add the stars like bacon, sauce, etc, etc 

ORDER WAS READY 20mins, also the restaurant calls to confirm your online order and calls again when your order is ready.",positive,neutral,False,dynasent_r1
"But wait, it gets better!",positive,positive,True,dynasent_r1
Man oh man!!!!,neutral,neutral,True,dynasent_r1
You pay by weight.,neutral,neutral,True,dynasent_r1
Come one guys lets keep stuff maintained.,negative,negative,True,dynasent_r1
"Though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial .",neutral,neutral,True,sst_local
Succeeds in providing a disquiet world the long-dreaded completion of the Police Academy series .,positive,neutral,False,sst_local
It is actually located a good distance from the Pacific Ocean.,neutral,neutral,True,dynasent_r2
You can use the dipping sauce that is served on the side but theses little babies don't need anything added.,positive,positive,True,dynasent_r1
"It 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",positive,positive,True,sst_local
"I chose Destihl because it is one of the few restaurants in Champaign that can accommodate a large party, especially on a Friday night.",positive,positive,True,dynasent_r1
"Any idiot knows that your car insurance company most likely covers a rental so don't get their coverage, which usually will exceed the price of your rental on its own.",negative,negative,True,dynasent_r1
If they sold their tortillas by the bulk I'd buy them.,positive,positive,True,dynasent_r1
Moderately involving despite bargain-basement photography and hackneyed romance .,negative,positive,False,sst_local
"The WWII drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",positive,positive,True,sst_local
